hex_id,x,y,land,building,parking,type,floor_ratio,t_floor,room,living_room,bathroom,partition,class,area,nimby,crime,school,green,trans,medical,rich_poor_gap,income_median,urban_index,a65_a0a14_rat,mean_rent,district,age,ping,pred_ping,diff
894ba0a4647ffff,121.49433201248496,25.029184015015687,1.0,1.0,0.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,18.909,1.0,16.0,1.0,2.0,2.0,3.0,7.180280212514639e-6,40.1586006,0.8758391766346513,302.877,1262.61,1.0,42.495,65.57649344000001,45.71810147200519,-19.85839196799482
894ba0a6107ffff,121.52190352860924,25.09587668119738,1.0,1.0,0.0,5.0,0.8,5.0,2.0,2.0,2.0,1.0,1.0,20.183,1.0,3.0,0.0,0.0,3.0,9.0,6.870411090383786e-7,57.0,0.9819666023739572,190.179,1602.342,0.65284,34.684,51.5291575,54.93601277102048,3.4068552710204827
894ba0a480bffff,121.57692996858476,25.03699200928071,1.0,1.0,0.0,5.0,0.25,4.0,0.0,2.0,1.0,1.0,1.0,24.387,1.0,9.0,0.0,2.0,3.0,26.0,-3.2076507914496416e-6,67.75510200000001,1.123431180259538,133.74,1528.998,0.40066,28.95,127.85280674,95.01933971497007,-32.83346702502993
894ba0a43cfffff,121.52654500749264,25.024130020767515,1.0,1.0,0.0,2.0,0.857,7.0,2.0,2.0,1.0,1.0,1.0,27.207,1.0,7.0,0.0,0.0,2.0,5.0,-4.413769251612692e-6,69.99416910000001,1.259315372838953,135.884,1946.131,0.0,33.287,92.51380474,105.98597235074354,13.47216761074354
894ba0a58afffff,121.54836402346768,24.997518986928057,1.0,1.0,1.0,2.0,0.8,5.0,4.0,2.0,2.0,1.0,1.0,47.368,1.0,4.0,1.0,2.0,5.0,8.0,6.05257935746044e-7,59.366472300000005,0.8766219253524274,146.737,1342.859,0.80751,33.315,47.922529700000005,53.42362990630152,5.5011002063015155
894ba0a4e73ffff,121.5556339833679,25.02688301495597,1.0,1.0,1.0,1.0,0.933,15.0,2.0,2.0,1.0,1.0,1.0,34.923,0.0,5.0,1.0,1.0,7.0,15.0,2.6770696870038447e-6,51.643731800000005,1.216210758521865,275.14,1987.736,0.40066,40.338,107.42626854,90.59502319607623,-16.83124534392377
894ba0a480bffff,121.57763295880407,25.03671000014837,2.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,29.572,1.0,14.0,0.0,2.0,6.0,35.0,-3.2076507914496416e-6,67.75510200000001,1.123431180259538,133.74,1528.998,0.40066,28.95,67.63104814,68.25161611621283,0.6205679762128256
894ba0a435bffff,121.52394519258472,25.01860320336121,1.0,1.0,1.0,1.0,0.154,13.0,3.0,2.0,2.0,1.0,1.0,52.039,0.0,2.0,0.0,0.0,1.0,0.0,-1.3116620839869756e-6,66.3932945,1.2929162566198993,212.52,1577.925,0.00286,37.875,70.13981976000001,67.61595422548436,-2.52386553451565
894ba0a5967ffff,121.5690045071804,24.99172107377981,24.0,1.0,2.0,2.0,0.4,5.0,3.0,2.0,2.0,1.0,0.0,60.106,1.0,7.0,1.0,0.0,2.0,8.0,-1.8888053381390052e-6,61.11224490000001,0.8766219253524274,181.32,1147.691,0.80751,23.1,71.47866876,71.72214484391948,0.24347608391947517
894ba1d32d3ffff,121.5978080321093,25.06685698175191,1.0,1.0,1.0,2.0,0.667,9.0,1.0,1.0,1.0,1.0,1.0,16.453,0.0,3.0,0.0,2.0,4.0,0.0,-0.0000136277771768,101.5798834,1.3570544322769913,106.791,1870.452,0.58423,11.638,85.55311226,81.74572383225394,-3.807388427746062
894ba0a5da7ffff,121.55622800884596,25.021157001620693,1.0,1.0,1.0,1.0,0.25,12.0,2.0,2.0,2.0,1.0,1.0,41.908,2.0,8.0,0.0,2.0,6.0,17.0,2.1369554284471734e-6,54.8498542,1.224835692707631,248.022,1830.186,0.40066,32.569,64.03896586,70.85204713338614,6.813081273386132
894ba1d3607ffff,121.5956910148243,25.080899016503665,1.0,1.0,1.0,1.0,0.571,14.0,2.0,2.0,1.0,1.0,1.0,34.772,0.0,7.0,1.0,1.0,7.0,9.0,-2.048487533145513e-6,64.8994169,1.3570544322769913,163.606,1622.841,0.58423,25.0,101.59682082,78.34333085860179,-23.253489961398216
894ba0a45d3ffff,121.51522398996876,25.06317300957776,3.0,1.0,0.0,1.0,0.286,14.0,1.0,1.0,1.0,1.0,1.0,19.436,5.0,10.0,1.0,2.0,2.0,6.0,2.4507525394658e-6,51.794752200000005,1.0450340557612128,133.98,1855.327,0.52195,42.74,66.63038248000001,67.23189271972288,0.6015102397228702
894ba0a4e03ffff,121.55495563594388,25.03173798091325,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,27.198,0.0,20.0,0.0,1.0,3.0,20.0,-1.7445734629268235e-6,65.4440233,1.259315372838953,187.354,2130.331,0.0,34.431,80.15407970000001,79.20453258418438,-0.9495471158156334
894ba0a442fffff,121.51316497545372,25.05188300509559,1.0,1.0,0.0,2.0,1.0,10.0,3.0,2.0,2.0,1.0,1.0,37.383,2.0,12.0,0.0,1.0,6.0,4.0,2.247049831614324e-6,51.670845500000006,1.0450340557612128,209.747,1938.405,0.52195,29.363,41.67688176,56.36109326220383,14.68421150220383
894ba0a5ca3ffff,121.53156400729512,25.014717981691803,1.0,1.0,1.0,1.0,0.417,12.0,3.0,2.0,2.0,1.0,1.0,69.009,0.0,11.0,0.0,1.0,1.0,0.0,-4.649148787128424e-7,65.9819242,1.2929162566198993,167.443,1781.412,0.00286,12.6,43.47259232,75.28584487957126,31.81325255957126
894ba0a4dcbffff,121.57590502946448,25.05644301188013,1.0,1.0,0.0,2.0,0.222,9.0,2.0,2.0,1.0,1.0,1.0,37.534,0.0,3.0,0.0,0.0,5.0,0.0,2.029882045221241e-6,55.35918370000001,1.3570544322769913,151.746,1478.854,0.58423,16.139,47.63690858,57.76178226340003,10.124873683400033
894ba0a41d7ffff,121.5340779915145,25.050253982213448,2.0,1.0,0.0,2.0,0.857,7.0,3.0,2.0,2.0,1.0,1.0,34.228,5.0,3.0,1.0,2.0,19.0,15.0,-1.645441029908772e-6,64.0466472,1.344965233176035,209.633,2809.015,0.31615,38.621,104.00939366,74.14619763663467,-29.863196023365333
894ba0a4893ffff,121.572443303453,25.048994014528105,1.0,1.0,1.0,1.0,0.167,12.0,1.0,0.0,1.0,1.0,1.0,19.662,0.0,15.0,1.0,3.0,8.0,4.0,2.419118190616244e-6,54.0667638,1.123431180259538,241.068,1783.779,0.40066,17.484,87.06452402000001,87.52085554962163,0.4563315296216217
894ba5692a7ffff,121.53450136144392,25.12169290106823,1.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,2.0,1.0,1.0,15.064,0.0,6.0,0.0,2.0,9.0,6.0,-2.015213207540397e-6,64.0912536,0.9819666023739572,176.198,1192.139,0.65284,30.425,47.79459524000001,50.5833976369099,2.788802396909894
894ba0a45d3ffff,121.51522398996876,25.06317300957776,3.0,1.0,1.0,1.0,0.643,14.0,2.0,2.0,1.0,1.0,1.0,28.892,5.0,10.0,1.0,2.0,2.0,6.0,2.4507525394658e-6,51.794752200000005,1.0450340557612128,133.98,1855.327,0.52195,42.74,70.95469946,67.45020273509657,-3.504496724903433
894ba1d36cbffff,121.58349098711436,25.07596899060344,1.0,1.0,1.0,2.0,0.5,10.0,3.0,2.0,2.0,1.0,1.0,50.853,0.0,5.0,0.0,0.0,2.0,1.0,-9.751635749174573e-8,61.4565598,1.3570544322769913,239.896,1602.358,0.58423,25.049,65.6399648,64.52259920478079,-1.117365595219212
894ba0a4e47ffff,121.55323399303164,25.02599398839567,2.0,1.0,0.0,2.0,0.857,7.0,3.0,2.0,2.0,1.0,1.0,22.92,0.0,11.0,0.0,2.0,4.0,12.0,-1.2095079295758046e-7,58.0985423,1.259315372838953,218.762,1913.901,0.0,41.817,43.63523768,63.40440489186692,19.769167211866915
894ba0a5b37ffff,121.5642000369561,24.98315500327533,1.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,2.0,1.0,1.0,48.581,0.0,4.0,0.0,0.0,5.0,5.0,3.310317474553825e-6,50.9976676,0.8766219253524274,163.369,1134.6,0.80751,23.796,43.638212900000006,53.14868701273817,9.510474112738166
894ba0a4153ffff,121.5332989774334,25.04122399028448,1.0,1.0,0.0,1.0,0.417,12.0,4.0,2.0,2.0,1.0,1.0,69.302,0.0,7.0,0.0,3.0,13.0,14.0,-6.339536518654179e-6,73.31107870000001,1.2799629392016996,294.927,1976.374,0.0,31.02,123.50204336000002,112.40708955359266,-11.09495380640736
894ba0a4e63ffff,121.55676595939173,25.02535700566385,1.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,20.585,0.0,5.0,1.0,1.0,7.0,15.0,2.4977940426460437e-6,52.4618076,1.123431180259538,297.699,1691.852,0.40066,3.0,87.44204638000001,88.00315765973839,0.5611112797383839
894ba0a6a4fffff,121.5454689979299,25.05959800214488,1.0,1.0,0.0,2.0,0.857,7.0,3.0,2.0,2.0,1.0,1.0,41.527,1.0,2.0,1.0,2.0,4.0,25.0,-2.0465454425534552e-6,62.932944600000006,1.3448700196039358,238.014,1846.846,0.15267,35.645,82.50053654,78.54679760672123,-3.953738933278771
894ba1d3613ffff,121.58972301594434,25.07990898801009,2.0,1.0,0.0,1.0,0.846,13.0,2.0,1.0,1.0,1.0,0.0,19.315,0.0,3.0,2.0,0.0,5.0,10.0,5.8885884003645754e-8,60.0720117,1.3570544322769913,199.249,1607.754,0.58423,31.617,98.00903608,98.52711871501627,0.5180826350162704
894ba0a4c5bffff,121.55489402895556,25.04591299455888,1.0,1.0,0.0,2.0,0.833,6.0,3.0,2.0,2.0,1.0,1.0,46.325,0.0,9.0,0.0,1.0,1.0,3.0,-3.018837385592029e-6,67.24344020000001,1.3304047678375208,119.886,1945.922,0.15267,42.156,79.07242194000001,75.77617500983773,-3.296246930162283
894ba0a4a13ffff,121.56768498083932,25.022104994869835,1.0,1.0,0.0,5.0,0.75,4.0,3.0,2.0,2.0,1.0,1.0,26.248,0.0,0.0,0.0,0.0,0.0,0.0,3.354467439380777e-6,50.9093294,1.123431180259538,247.447,1508.357,0.40066,23.944,52.3853597,54.57901558540788,2.1936558854078783
894ba0a4547ffff,121.52218901623144,25.05405199018029,1.0,1.0,0.0,2.0,0.833,6.0,1.0,1.0,1.0,1.0,1.0,14.916,1.0,11.0,0.0,0.0,4.0,22.0,2.0839582163117576e-6,53.2641399,1.344965233176035,278.287,2020.19,0.31615,33.939,94.52802868,67.34171671732118,-27.18631196267883
894ba0a4c87ffff,121.56159703692498,25.059883992681225,1.0,1.0,0.0,5.0,0.5,4.0,3.0,2.0,2.0,1.0,1.0,40.371,0.0,3.0,1.0,1.0,4.0,4.0,-1.4061335351112266e-6,63.1201166,1.3448001818961128,211.253,1990.921,0.15267,44.144,89.86552836,72.41236773181515,-17.453160628184847
894ba0a580bffff,121.53960099515484,24.990544992028987,2.0,1.0,1.0,1.0,0.636,11.0,1.0,1.0,1.0,1.0,0.0,15.636,4.0,7.0,2.0,0.0,8.0,26.0,7.368885507025186e-8,62.78979590000001,0.8766219253524274,123.242,1420.198,0.80751,41.7,81.9954103,80.41796243885715,-1.5774478611428577
894ba0a4823ffff,121.58745596259246,25.03947200488274,3.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,5.989,0.0,7.0,0.0,1.0,5.0,6.0,5.039546183242025e-6,49.3151603,1.1235919920582398,237.62,1566.33,0.40066,29.93,48.4183997,53.861488668029345,5.443088968029343
894ba0a456bffff,121.52610696923271,25.050831998256427,1.0,1.0,0.0,2.0,0.571,7.0,1.0,1.0,1.0,1.0,1.0,7.602,1.0,28.0,0.0,2.0,6.0,9.0,2.505087644126214e-6,53.1653061,1.344965233176035,241.897,2062.217,0.31615,35.82,73.00925416,67.73632774122817,-5.272926418771831
894ba1da60fffff,121.5800860065874,24.98344899852921,1.0,1.0,0.0,2.0,0.75,8.0,1.0,1.0,1.0,1.0,1.0,10.929,0.0,1.0,0.0,1.0,5.0,0.0,-1.8886758565510863e-6,57.400000000000006,0.8766219253524274,128.339,1458.743,0.80751,18.917,55.630332980000006,58.564404467981305,2.9340714879812992
894ba0a637bffff,121.50996996160131,25.066718009797256,1.0,1.0,1.0,1.0,0.733,15.0,3.0,2.0,2.0,1.0,1.0,51.549,0.0,17.0,0.0,1.0,3.0,4.0,5.453079910542783e-6,42.2588921,1.0450340557612128,185.486,1427.989,0.52195,40.435,68.60196160000001,58.78880681955938,-9.813154780440627
894ba0a45abffff,121.52804100957144,25.065406996321585,2.0,1.0,0.0,1.0,0.182,11.0,1.0,1.0,1.0,1.0,1.0,15.648,1.0,28.0,1.0,0.0,9.0,2.0,3.561363784619075e-6,46.8880466,1.344965233176035,260.39,1876.625,0.31615,44.024,60.709694680000005,64.76842937448731,4.058734694487306
894ba0a6a5bffff,121.54006401148628,25.06031100873849,1.0,1.0,0.0,2.0,0.857,7.0,2.0,2.0,1.0,1.0,1.0,25.189,0.0,10.0,0.0,2.0,0.0,24.0,-3.683712871834218e-8,58.8017493,1.344965233176035,242.317,1690.561,0.31615,42.231,81.38449846,78.03847228331956,-3.3460261766804393
894ba1d306bffff,121.61795997136176,25.0741190207536,1.0,1.0,0.0,5.0,0.4,5.0,3.0,2.0,1.0,1.0,1.0,25.534,0.0,12.0,0.0,0.0,3.0,3.0,4.455109342412795e-6,49.92011660000001,1.3570544322769913,128.607,1128.833,0.58423,28.079,37.20545668,39.205119064682016,1.9996623846820185
894ba0a4573ffff,121.52721222417247,25.056098859130863,40.0,1.0,1.0,1.0,0.609,23.0,3.0,2.0,2.0,1.0,0.0,39.906,3.0,12.0,0.0,2.0,4.0,9.0,2.6629140646649528e-6,52.700874600000006,1.344965233176035,282.639,2011.599,0.31615,34.987,116.32449040000002,119.06531390336892,2.740823503368901
894ba0a4537ffff,121.5336277,25.0642508,2.0,1.0,0.0,2.0,0.3,10.0,1.0,1.0,1.0,1.0,0.0,14.992,35.0,12.0,0.0,0.0,12.0,17.0,3.1836506419765952e-6,48.2880466,1.344965233176035,366.448,1804.662,0.31615,35.766,104.92377794000002,103.95349911608658,-0.9702788239134463
894ba0a580fffff,121.54116103497388,24.991120996415205,25.0,1.0,1.0,1.0,0.682,22.0,3.0,2.0,2.0,1.0,0.0,48.451,4.0,7.0,2.0,0.0,8.0,26.0,3.702661583451393e-7,63.0655977,0.8766219253524274,87.176,1651.322,0.80751,25.237,89.68734574000001,89.92425034522667,0.23690460522665546
894ba0a582bffff,121.54776102935324,24.990736099421383,7.0,1.0,0.0,2.0,0.857,7.0,1.0,0.0,1.0,1.0,1.0,10.285,0.0,5.0,0.0,0.0,2.0,3.0,-9.487950926777004e-7,61.99212830000001,0.8766219253524274,168.066,1577.908,0.80751,26.854,40.44745474,51.26646359138355,10.81900885138355
894ba0a6ed3ffff,121.52153899964014,25.08336602015578,2.0,1.0,0.0,5.0,0.6,5.0,3.0,1.0,2.0,1.0,1.0,36.273,0.0,21.0,1.0,0.0,6.0,12.0,1.5618837464751151e-6,54.3941691,0.9819666023739572,215.48,1555.977,0.65284,27.676,44.110281140000005,50.815258815536666,6.704977675536661
894ba1d368fffff,121.59080101251176,25.08276499578858,6.0,1.0,0.0,1.0,0.8,15.0,1.0,1.0,1.0,1.0,0.0,14.169,1.0,7.0,0.0,0.0,8.0,52.0,-2.784751292657614e-7,58.6865889,1.3570544322769913,277.644,1658.887,0.58423,29.212,93.30190746,93.57696185671476,0.27505439671476495
894ba5696c3ffff,121.50259698811108,25.128182002868584,1.0,1.0,0.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,19.284,1.0,2.0,0.0,6.0,0.0,1.0,3.850474868968185e-6,48.444898,1.0283727376965008,265.742,1574.416,0.59608,30.6,39.410425280000005,43.03136163018028,3.6209363501802727
894ba0a630fffff,121.51264001685786,25.072791997842856,1.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,22.742,2.0,7.0,1.0,0.0,10.0,6.0,5.459553501440718e-6,46.2737609,1.0450340557612128,231.889,1333.981,0.52195,42.107,45.37904718,49.483311202750485,4.104264022750485
894ba0a46abffff,121.4976670041204,25.039070008806448,2.0,1.0,1.0,1.0,0.917,24.0,2.0,2.0,1.0,1.0,1.0,55.403,1.0,14.0,0.0,3.0,2.0,1.0,4.373844051063225e-6,46.174927100000005,0.8758391766346513,347.3,1641.284,1.0,35.896,62.99168842,73.46494749809548,10.47325907809548
894ba0a4c5bffff,121.5527399636585,25.04525400933123,1.0,1.0,0.0,2.0,0.429,7.0,3.0,2.0,2.0,1.0,1.0,36.66,1.0,3.0,0.0,2.0,2.0,26.0,-3.018837385592029e-6,67.24344020000001,1.3304047678375208,119.886,1945.922,0.15267,42.156,73.1044612,75.42066511222313,2.3162039122231306
894ba0a43a7ffff,121.540833973112,25.033212986324543,1.0,1.0,0.0,1.0,0.929,14.0,1.0,0.0,1.0,1.0,1.0,11.785,1.0,1.0,1.0,0.0,1.0,2.0,-8.195043629958818e-6,81.18571430000001,1.259315372838953,117.202,2394.36,0.0,40.933,125.57973866000002,117.63864598190733,-7.941092678092687
894ba0a430fffff,121.53294098634876,25.025338984572016,1.0,1.0,0.0,5.0,0.8,5.0,4.0,2.0,2.0,1.0,1.0,41.164,0.0,10.0,1.0,3.0,2.0,4.0,-8.758376526269116e-6,83.7959184,1.259315372838953,127.318,1861.361,0.0,38.398,73.36495824,86.20423587955176,12.839277639551753
894ba0a5d87ffff,121.54760495831611,25.021828014879404,1.0,1.0,0.0,5.0,0.4,5.0,3.0,2.0,1.0,1.0,1.0,27.17,1.0,6.0,0.0,1.0,5.0,10.0,-4.672368096728012e-6,70.75860060000001,1.259315372838953,150.662,2062.192,0.0,35.637,84.65095944000001,83.16708457249914,-1.483874867500873
894ba1da6cbffff,121.56735271258376,24.98357936204872,5.0,1.0,1.0,1.0,0.214,14.0,2.0,2.0,2.0,1.0,0.0,38.632,0.0,2.0,0.0,1.0,2.0,4.0,2.19267159109622e-6,54.3553936,0.8766219253524274,174.873,1149.344,0.80751,29.502,74.92727932000001,73.47532269830404,-1.4519566216959703
894ba1d3277ffff,121.61128688678671,25.059719120645767,1.0,1.0,2.0,1.0,0.6,15.0,3.0,2.0,2.0,1.0,1.0,70.119,0.0,5.0,0.0,0.0,5.0,1.0,-0.0000123395734295,89.30000000000001,1.1427165495169065,99.838,1518.166,0.22945,25.062,95.7558028,89.61283440397017,-6.142968396029829
894ba0a637bffff,121.50996996160131,25.066718009797256,1.0,1.0,1.0,1.0,0.933,15.0,3.0,2.0,2.0,1.0,1.0,23.129,0.0,17.0,0.0,1.0,3.0,4.0,5.453079910542783e-6,42.2588921,1.0450340557612128,185.486,1427.989,0.52195,40.435,60.52985916000001,59.89288809906105,-0.6369710609389614
894ba0a48afffff,121.58601704127436,25.04452998053493,1.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,1.0,1.0,1.0,29.978,2.0,15.0,1.0,2.0,6.0,4.0,2.609744205477988e-6,55.10670550000001,1.139949261134796,258.174,1929.932,0.22945,36.007,60.04489830000001,59.65097375941184,-0.3939245405881664
894ba569273ffff,121.52744019475182,25.10932251117626,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,16.65,0.0,7.0,0.0,2.0,4.0,12.0,-6.129014239152704e-7,62.8419825,0.9819666023739572,179.587,1561.394,0.65284,27.529,78.08035136000001,78.742301033645,0.6619496736449975
894ba0a467bffff,121.49354352685322,25.026547403552826,1.0,1.0,0.0,5.0,0.5,4.0,3.0,1.0,1.0,1.0,1.0,30.102,0.0,14.0,1.0,0.0,4.0,6.0,5.7601012872210335e-6,44.0956268,0.8758391766346513,233.532,1474.043,1.0,44.942,52.15659834,38.9378635035567,-13.218734836443303
894ba0a46abffff,121.49766499246364,25.03903602018908,2.0,1.0,1.0,1.0,0.917,24.0,2.0,2.0,1.0,1.0,1.0,39.204,1.0,14.0,0.0,3.0,2.0,1.0,4.373844051063225e-6,46.174927100000005,0.8758391766346513,347.3,1641.284,1.0,35.896,61.5325083,73.52189664968303,11.989388349683026
894ba0a4177ffff,121.54357996841128,25.04282698735726,1.0,1.0,0.0,6.0,0.667,15.0,0.0,0.0,0.0,0.0,0.0,12.735,8.0,15.0,0.0,3.0,11.0,25.0,-1.6283075678952642e-6,63.71749270000001,1.259315372838953,252.584,2167.359,0.0,43.722,130.03331242000002,128.69469818152413,-1.3386142384758841
894ba0a694fffff,121.57472401930704,25.083248002959067,1.0,1.0,0.0,5.0,0.8,5.0,3.0,0.0,3.0,1.0,1.0,22.99,0.0,5.0,2.0,3.0,3.0,9.0,-6.816510844844778e-7,63.0437318,1.3570544322769913,94.022,1640.839,0.58423,33.891,73.07570074,58.74203301401108,-14.333667725988924
894ba0a40c3ffff,121.51027799654298,25.04210098881373,7.0,1.0,0.0,1.0,0.364,22.0,2.0,2.0,1.0,1.0,0.0,22.076,1.0,0.0,0.0,0.0,7.0,1.0,-2.928940629843229e-6,73.5918367,1.2425535261887273,109.547,2031.244,0.00286,30.1,125.38304356,126.15123963271155,0.7681960727115467
894ba0b49cbffff,121.48545398446056,25.14017298591331,1.0,1.0,1.0,2.0,0.571,7.0,2.0,2.0,1.0,1.0,1.0,27.951,1.0,5.0,1.0,1.0,4.0,2.0,3.7471130050718383e-6,49.4183673,1.0283727376965008,235.305,1416.545,0.59608,29.016,43.948958100000006,48.615333053477165,4.66637495347716
894ba0a4233ffff,121.51700900006898,25.02267999342768,2.0,1.0,2.0,1.0,0.333,15.0,2.0,1.0,1.0,1.0,1.0,51.509,0.0,21.0,0.0,0.0,3.0,2.0,1.357404237913949e-6,56.42973760000001,1.2929162566198993,275.201,1626.007,0.00286,35.714,66.39567068000001,72.47467598617752,6.079005306177507
894ba0a45c3ffff,121.51545298356352,25.062168019387016,1.0,1.0,1.0,1.0,0.444,18.0,3.0,2.0,2.0,1.0,1.0,54.522,5.0,10.0,1.0,2.0,2.0,6.0,1.235873133315598e-6,59.408746400000005,1.0450340557612128,112.893,1982.097,0.52195,37.468,89.08998768000001,67.27792432483136,-21.812063355168647
894ba0a464fffff,121.49119960651711,25.026643280195945,1.0,1.0,0.0,5.0,0.8,5.0,1.0,2.0,1.0,1.0,1.0,9.74,2.0,10.0,0.0,0.0,2.0,0.0,6.421919253018695e-6,40.5772595,0.8758391766346513,279.292,1428.081,1.0,44.337,50.20287054,42.23921162840655,-7.963658911593448
894ba0a4e2bffff,121.56153023315665,25.030799710671783,1.0,1.0,0.0,2.0,0.429,7.0,12.0,0.0,3.0,1.0,1.0,45.396,9.0,7.0,0.0,2.0,9.0,7.0,-1.942406748341476e-6,61.9314869,1.123431180259538,241.529,2027.786,0.40066,27.817,82.20995672000001,67.26247601144401,-14.947480708556
894ba0a40b7ffff,121.5251540306607,25.05080299687144,1.0,1.0,0.0,1.0,0.6,15.0,1.0,1.0,1.0,1.0,1.0,16.114,1.0,28.0,0.0,2.0,6.0,9.0,3.839902000625839e-7,58.3422741,1.344965233176035,263.887,2085.247,0.31615,36.133,75.0895941,80.29492381492811,5.205329714928112
894ba56925bffff,121.5153641777046,25.10720237317072,1.0,1.0,1.0,1.0,0.714,14.0,3.0,2.0,2.0,1.0,0.0,42.879,0.0,12.0,1.0,0.0,2.0,7.0,1.5653363322348085e-6,57.2932945,1.0283727376965008,217.362,1539.223,0.59608,35.731,109.74198144,107.41665329030626,-2.325328149693746
894ba0a45afffff,121.53395796266102,25.06500701190205,2.0,1.0,0.0,2.0,0.429,7.0,3.0,2.0,2.0,1.0,1.0,11.803,35.0,12.0,0.0,0.0,12.0,17.0,3.164100358088928e-6,48.8600583,1.344965233176035,287.098,2012.195,0.31615,37.503,63.54045122,58.43322379763454,-5.107227422365462
894ba1d32d3ffff,121.59778598770396,25.06595001791881,3.0,1.0,1.0,1.0,0.182,11.0,3.0,2.0,2.0,1.0,0.0,49.988,0.0,3.0,0.0,2.0,4.0,0.0,-0.0000136277771768,101.5798834,1.3570544322769913,106.791,1870.452,0.58423,11.638,106.27221376,104.49834896752779,-1.7738647924722102
894ba0a40d3ffff,121.50621101330324,25.0448059966065,1.0,2.0,0.0,1.0,0.727,11.0,2.0,0.0,2.0,1.0,1.0,16.601,5.0,11.0,0.0,1.0,5.0,1.0,2.52817681509489e-6,50.7218659,0.8811122168471568,316.21,2011.942,1.0,31.701,31.32311616,59.331112101833064,28.007995941833062
894ba0a48abffff,121.5820049595004,25.042379016542057,2.0,1.0,0.0,2.0,0.333,6.0,1.0,1.0,1.0,1.0,0.0,23.958,0.0,7.0,1.0,0.0,4.0,9.0,2.1016527405346305e-6,52.53556850000001,1.1237926309112896,288.228,1906.506,0.40066,26.662,93.0235591,95.36026482929091,2.3367057292909124
894ba0a442fffff,121.51230700384468,25.05287399750803,1.0,1.0,0.0,2.0,1.0,9.0,2.0,0.0,2.0,1.0,1.0,15.182,25.0,10.0,0.0,1.0,10.0,12.0,2.247049831614324e-6,51.670845500000006,1.0450340557612128,209.747,1938.405,0.52195,29.363,65.86575094,55.84229800392251,-10.02345293607749
894ba0a40b7ffff,121.52466000128754,25.050893018511545,1.0,1.0,1.0,1.0,0.5,14.0,2.0,2.0,1.0,1.0,1.0,44.555,10.0,17.0,0.0,0.0,5.0,15.0,3.839902000625839e-7,58.3422741,1.344965233176035,263.887,2085.247,0.31615,36.133,81.25292762,78.27919277503753,-2.9737348449624648
894ba0a6163ffff,121.5194099962336,25.08747998396284,1.0,1.0,1.0,1.0,0.333,15.0,2.0,2.0,1.0,1.0,1.0,35.108,1.0,6.0,0.0,1.0,4.0,8.0,2.134754419088196e-6,52.8195335,0.9819666023739572,199.065,1650.309,0.65284,19.12,65.51203034,71.55802869395595,6.045998353955952
894ba0a5d43ffff,121.54227800739102,25.005106998144228,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,27.918,0.0,6.0,1.0,1.0,0.0,2.0,6.53163242409216e-8,58.0,0.8766219253524274,254.605,1634.079,0.80751,28.625,26.14821684,49.28175614856998,23.133539308569983
894ba0a4c6fffff,121.56799603326618,25.04372598838235,1.0,1.0,0.0,1.0,0.333,12.0,3.0,2.0,2.0,1.0,0.0,29.04,0.0,6.0,0.0,1.0,4.0,10.0,2.1101552915711085e-7,60.017492700000005,1.123431180259538,212.929,2272.676,0.40066,18.727,120.52384814,122.72423911164478,2.2003909716447794
894ba0a59cbffff,121.55268497837368,24.997627993578845,3.0,1.0,0.0,2.0,0.429,7.0,3.0,2.0,2.0,1.0,1.0,31.88,0.0,1.0,0.0,1.0,4.0,0.0,1.458306114472504e-6,55.6040816,0.8766219253524274,225.789,1202.882,0.80751,32.915,54.892809,48.49695915200269,-6.395849847997312
894ba0a6347ffff,121.50939303520572,25.0691930181669,1.0,1.0,1.0,2.0,0.75,8.0,2.0,2.0,2.0,1.0,1.0,32.863,1.0,3.0,0.0,0.0,0.0,0.0,5.727375914994958e-6,41.9695502,1.0266817404522135,207.895,1261.533,0.52195,25.25,60.49283420000001,53.32966504598947,-7.163169154010539
894ba0a6ac7ffff,121.54111929309607,25.06687328455358,3.0,1.0,1.0,2.0,0.571,7.0,2.0,2.0,2.0,1.0,0.0,31.263,0.0,13.0,1.0,1.0,5.0,17.0,-6.810900518810548e-7,64.6061224,1.344882650077099,178.65,1664.304,0.31615,39.156,98.6136669,100.46846170477522,1.8547948047752243
