hex_id,x,y,land,building,parking,type,floor_ratio,t_floor,room,living_room,bathroom,partition,class,area,nimby,crime,school,green,trans,medical,rich_poor_gap,income_median,urban_index,a65_a0a14_rat,district,age,mean_rent,pred_rent,diff
894ba0a596fffff,121.56783107741173,24.98888478846704,1.0,1.0,1.0,1.0,0.462,26.0,4.0,2.0,2.0,1.0,1.0,71.036,1.0,7.0,1.0,0.0,2.0,8.0,-2.167860749439599e-6,61.628863,0.8766219253524274,180.894,0.80751,34.717,1280.642,1280.65426196651,0.012261966509868216
894ba5696c7ffff,121.50396818365158,25.128968602572087,1.0,1.0,1.0,2.0,0.556,9.0,2.0,2.0,1.0,1.0,1.0,33.444,1.0,2.0,0.0,6.0,0.0,1.0,3.69316695780927e-7,56.0612245,1.0283727376965008,217.864,0.59608,26.786,1461.371,1461.6530288763938,0.2820288763937242
894ba56964fffff,121.50612501497665,25.11928000260112,1.0,1.0,1.0,2.0,0.778,9.0,3.0,2.0,1.0,1.0,1.0,33.184,0.0,0.0,0.0,3.0,5.0,3.0,9.846542058047396e-7,55.71399420000001,1.0283727376965008,117.055,0.59608,28.445,1751.514,1750.5916143678273,-0.9223856321725634
894ba0a4067ffff,121.524911961297,25.034908980613068,2.0,1.0,1.0,1.0,0.692,13.0,0.0,1.0,1.0,1.0,1.0,17.2,0.0,2.0,1.0,0.0,4.0,3.0,-7.964756014718319e-6,82.4029155,1.2836439137135924,108.135,0.0,38.259,2049.029,2054.7174768781283,5.688476878128313
894ba0a463bffff,121.50161102484054,25.034563017559503,2.0,1.0,0.0,1.0,0.5,14.0,1.0,1.0,1.0,1.0,1.0,19.653,0.0,11.0,0.0,0.0,14.0,10.0,4.218650220504915e-6,46.9034985,0.8758391766346513,439.331,1.0,40.961,1833.056,1833.0559999999925,-7.503331289626658e-12
894ba0a6acfffff,121.53973502178668,25.0649340055254,2.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,35.813,0.0,13.0,1.0,1.0,5.0,17.0,2.703956708229371e-6,52.72448980000001,1.344965233176035,241.734,0.31615,36.422,1721.411,1723.2665691328355,1.8555691328353987
894ba0a4e07ffff,121.55816297119397,25.035033996698928,3.0,1.0,0.0,1.0,0.083,12.0,1.0,1.0,1.0,1.0,1.0,19.333,4.0,11.0,0.0,1.0,7.0,20.0,-1.011071147546002e-6,64.6845481,1.1578096660478916,224.164,0.40066,23.623,2055.044,2055.962280675297,0.9182806752969555
894ba0a4c83ffff,121.560792038944,25.060324000688425,1.0,1.0,1.0,2.0,0.625,8.0,4.0,2.0,2.0,1.0,1.0,69.85,0.0,7.0,0.0,2.0,2.0,26.0,-7.256716526716702e-6,72.67696790000001,1.3448001818961128,142.348,0.15267,44.414,1550.344,1579.222637995896,28.878637995896042
894ba0a455bffff,121.51555197384,25.053319998575983,1.0,1.0,0.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,12.215,1.0,13.0,0.0,1.0,7.0,10.0,1.6798327985288308e-6,55.474052500000006,1.0450340557612128,137.447,0.52195,34.349,1827.5,1860.2434770454133,32.74347704541333
894ba0a4533ffff,121.5325900360628,25.063009981560995,1.0,1.0,0.0,2.0,0.571,7.0,3.0,2.0,2.0,1.0,1.0,46.043,35.0,12.0,0.0,0.0,12.0,17.0,2.9410200282043057e-6,49.5728863,1.344965233176035,282.125,0.31615,42.736,1953.418,1938.8593350830004,-14.558664916999533
894ba1d3237ffff,121.61717564039222,25.067073311775527,1.0,1.0,1.0,1.0,0.417,12.0,2.0,2.0,1.0,1.0,1.0,38.166,0.0,11.0,0.0,2.0,2.0,13.0,3.875247182156047e-6,50.4944606,1.2966526051517435,151.023,0.58423,23.489,1450.035,1450.0379513098248,0.002951309824766213
894ba0a4343ffff,121.52683099802904,25.0203960086314,2.0,1.0,0.0,2.0,0.167,6.0,3.0,2.0,2.0,1.0,1.0,37.622,1.0,8.0,1.0,0.0,10.0,13.0,-1.8827201327929475e-6,67.1413994,1.2856664099150177,210.506,0.00286,38.728,2100.478,2098.913474676149,-1.564525323851285
894ba0a45abffff,121.52804100957144,25.065406996321585,2.0,1.0,0.0,1.0,0.818,11.0,1.0,1.0,1.0,1.0,1.0,15.648,1.0,28.0,1.0,0.0,9.0,2.0,3.561363784619075e-6,46.8880466,1.344965233176035,260.39,0.31615,44.024,1876.625,1873.6534673349288,-2.9715326650712086
894ba0a65b7ffff,121.5100723046391,25.1179894828787,1.0,1.0,0.0,1.0,0.538,13.0,2.0,2.0,1.0,1.0,1.0,25.174,0.0,11.0,0.0,0.0,2.0,3.0,1.2416562100221862e-6,57.544023300000006,1.0283727376965008,105.234,0.59608,36.214,1744.198,1744.1652793283097,-0.03272067169041293
894ba0a45d7ffff,121.517792959473,25.06411697951337,2.0,1.0,0.0,2.0,1.0,7.0,4.0,2.0,2.0,1.0,1.0,39.673,1.0,7.0,1.0,0.0,11.0,6.0,2.444235768301261e-6,48.6396501,1.0578742506774697,160.57,0.52195,36.467,1841.948,1843.5684404027618,1.6204404027616874
894ba0a45a3ffff,121.5321120161247,25.067661979732875,1.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,27.062,2.0,7.0,0.0,2.0,3.0,1.0,4.123833519686477e-6,45.7206997,1.344965233176035,260.466,0.31615,43.299,1726.262,1726.2619999999913,-8.640199666842818e-12
894ba0a48b3ffff,121.58061800598192,25.0479640043564,3.0,1.0,0.0,2.0,0.667,9.0,2.0,2.0,1.0,1.0,1.0,12.339,1.0,5.0,1.0,2.0,3.0,4.0,3.398229003852881e-6,52.3758017,1.1299455570428336,243.886,0.22945,29.685,1884.426,1880.93232229774,-3.4936777022599017
894ba0a450bffff,121.52488203790269,25.05942801714848,1.0,1.0,0.0,2.0,0.6,10.0,1.0,0.0,1.0,1.0,1.0,7.209,6.0,15.0,0.0,1.0,5.0,16.0,3.1580583478124398e-6,49.3262391,1.344965233176035,312.053,0.31615,40.249,2110.591,2105.7737945109916,-4.817205489008302
894ba0a48a7ffff,121.58544799386776,25.0452359882394,8.0,1.0,1.0,2.0,1.0,10.0,3.0,2.0,2.0,1.0,0.0,49.295,0.0,23.0,0.0,3.0,6.0,23.0,2.503447652567686e-6,52.4090379,1.1427165495169065,242.599,0.22945,37.553,1697.866,1707.650927319939,9.784927319939015
894ba0a451bffff,121.52094329778151,25.06093722072474,2.0,1.0,0.0,1.0,0.917,12.0,1.0,1.0,1.0,1.0,1.0,12.877,2.0,13.0,0.0,2.0,8.0,18.0,5.692647040362156e-7,56.4653061,1.328777398920228,174.701,0.31615,38.261,1850.382,1857.7896885910634,7.407688591063334
894ba0a4adbffff,121.55851501112733,25.017095005613328,1.0,1.0,1.0,1.0,0.786,14.0,3.0,2.0,2.0,1.0,1.0,44.812,0.0,4.0,0.0,1.0,2.0,1.0,1.2511940011279377e-6,58.5335277,1.224835692707631,268.158,0.0,31.366,1759.963,1763.8708616169451,3.9078616169451834
894ba0a5cb7ffff,121.53029498715432,25.0172709836705,1.0,1.0,1.0,2.0,0.714,7.0,2.0,1.0,1.0,1.0,1.0,28.232,0.0,8.0,1.0,2.0,5.0,29.0,-1.9707611288769453e-6,66.7276968,1.2853780604831304,196.76,0.00286,37.567,2005.183,1977.694120279213,-27.488879720787054
894ba0a5d63ffff,121.54918796454984,25.006668001882105,1.0,1.0,0.0,2.0,0.333,9.0,3.0,2.0,2.0,1.0,1.0,19.853,0.0,0.0,1.0,0.0,2.0,0.0,1.5160074887683214e-6,56.900000000000006,0.8766219253524274,162.322,0.80751,24.551,1354.268,1354.2068697281804,-0.06113027181959296
894ba0a45d3ffff,121.51388003561362,25.06430397977321,2.0,1.0,1.0,1.0,0.933,15.0,3.0,2.0,2.0,1.0,0.0,58.86,0.0,3.0,4.0,1.0,10.0,9.0,2.4507525394658e-6,51.794752200000005,1.0450340557612128,133.98,0.52195,42.74,1855.327,1852.6075814378723,-2.7194185621276574
894ba0a45c7ffff,121.52039000835288,25.06362500370649,1.0,1.0,0.0,1.0,0.357,14.0,3.0,2.0,2.0,1.0,1.0,36.279,2.0,13.0,0.0,2.0,8.0,18.0,6.227366622567065e-7,58.0262391,1.2041527198426258,139.258,0.31615,41.375,2008.243,2002.9482118727256,-5.294788127274387
894ba0a6ed3ffff,121.52232002537806,25.082253993061485,9.0,1.0,0.0,5.0,0.8,5.0,4.0,2.0,2.0,1.0,1.0,20.621,0.0,21.0,1.0,0.0,6.0,12.0,1.5618837464751151e-6,54.3941691,0.9819666023739572,215.48,0.65284,27.676,1555.977,1545.8029211871183,-10.174078812881817
894ba0a4c2fffff,121.57477104178388,25.04981401611576,1.0,1.0,0.0,1.0,0.25,12.0,2.0,1.0,1.0,1.0,1.0,18.31,0.0,3.0,0.0,1.0,0.0,2.0,2.533830425016533e-6,49.9104956,1.319696275879074,285.084,0.15267,34.701,1840.642,1834.5682430662537,-6.073756933746381
894ba0a5997ffff,121.56121943218692,25.008778816558788,3.0,1.0,0.0,1.0,0.857,14.0,1.0,1.0,1.0,1.0,1.0,16.042,0.0,2.0,0.0,0.0,0.0,0.0,-1.8173799221257448e-6,62.603207,0.9264430218575368,202.56,0.80751,22.106,1501.391,1501.391000000003,2.9558577807620168e-12
894ba0a4e2fffff,121.56610700374756,25.03015598050792,2.0,1.0,1.0,1.0,0.769,13.0,3.0,2.0,2.0,1.0,1.0,50.535,0.0,3.0,1.0,3.0,4.0,0.0,-4.0017885130972293e-7,59.11457730000001,1.123431180259538,246.362,0.40066,15.543,1856.384,1855.5594052388237,-0.8245947611762858
894ba0a4c8fffff,121.56182301303454,25.057808004812244,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,29.966,0.0,7.0,0.0,2.0,2.0,26.0,-2.6944667491880627e-6,68.3746356,1.3448001818961128,183.6,0.15267,42.176,1762.374,1772.356052781762,9.982052781761922
894ba0a590bffff,121.56086999064354,24.995387007945865,2.0,1.0,0.0,5.0,0.4,5.0,4.0,4.0,1.0,1.0,1.0,29.04,0.0,1.0,0.0,2.0,7.0,2.0,1.7752105319506926e-6,55.58163270000001,0.8766219253524274,187.877,0.80751,29.568,1380.937,1380.4678907931682,-0.46910920683171753
894ba1da633ffff,121.58545981235125,24.98694010311129,1.0,1.0,1.0,2.0,0.8,5.0,2.0,2.0,2.0,1.0,1.0,51.013,0.0,0.0,1.0,2.0,4.0,0.0,-9.941492116784816e-6,93.5,0.8766219253524274,76.401,0.80751,8.082,1243.414,1281.1355456849878,37.72154568498786
894ba0a4e4bffff,121.54956196506951,25.022556988998577,3.0,1.0,0.0,2.0,0.857,7.0,4.0,2.0,2.0,1.0,1.0,37.183,1.0,10.0,0.0,1.0,5.0,7.0,-4.720618010845336e-6,71.01341110000001,1.259315372838953,218.005,0.0,38.513,1956.095,1947.7936243357938,-8.301375664206262
894ba0a4ed3ffff,121.54333697703822,25.03555191449614,1.0,1.0,0.0,1.0,0.583,12.0,3.0,1.0,2.0,1.0,1.0,45.629,0.0,7.0,1.0,2.0,13.0,28.0,-9.802870700833614e-6,82.403207,1.259315372838953,103.535,0.0,35.143,2211.652,2203.6480390311976,-8.003960968802403
894ba0a42d7ffff,121.50172401289537,25.023714990831778,1.0,1.0,0.0,5.0,0.75,4.0,2.0,1.0,1.0,1.0,1.0,20.936,1.0,21.0,0.0,1.0,7.0,19.0,5.69126532533051e-6,43.7475219,0.8758391766346513,330.59,1.0,30.8,1554.006,1554.204472833664,0.19847283366402735
894ba0a5947ffff,121.55878096891512,24.99314199899935,2.0,1.0,0.0,2.0,0.5,10.0,2.0,2.0,1.0,1.0,1.0,24.282,0.0,1.0,0.0,2.0,7.0,2.0,3.2842072688409643e-6,53.628863,0.8766219253524274,198.441,0.80751,30.488,1165.934,1168.2341553114536,2.3001553114536364
894ba0a4533ffff,121.53161102977192,25.06333398402824,1.0,1.0,1.0,1.0,0.4,15.0,3.0,1.0,1.0,1.0,1.0,38.929,2.0,18.0,0.0,1.0,9.0,21.0,2.9410200282043057e-6,49.5728863,1.344965233176035,282.125,0.31615,42.736,1953.418,1950.0165411687253,-3.4014588312745673
894ba56969bffff,121.50509202922932,25.1353849913624,2.0,1.0,1.0,2.0,0.875,8.0,3.0,2.0,3.0,1.0,1.0,67.515,0.0,9.0,1.0,2.0,11.0,6.0,3.167121392833113e-6,48.6023324,1.0283727376965008,231.695,0.59608,26.405,1506.251,1506.2509999999927,-7.275957614183426e-12
894ba0a4563ffff,121.52713500965716,25.05452401705763,1.0,1.0,0.0,1.0,0.941,17.0,3.0,2.0,1.0,1.0,1.0,24.085,3.0,12.0,0.0,2.0,4.0,9.0,8.121542661813736e-7,58.5720117,1.344965233176035,258.213,0.31615,34.623,1873.112,1883.384447982915,10.272447982914855
894ba0a4533ffff,121.53200598504952,25.06127601725109,4.0,1.0,0.0,1.0,0.923,13.0,1.0,1.0,1.0,1.0,0.0,11.637,2.0,18.0,0.0,1.0,9.0,21.0,2.9410200282043057e-6,49.5728863,1.344965233176035,282.125,0.31615,42.736,1953.418,1949.5781090009086,-3.839890999091267
894ba5692b7ffff,121.53132897873007,25.125527998956628,1.0,1.0,0.0,2.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,40.241,0.0,5.0,0.0,3.0,3.0,1.0,-3.877539174240133e-6,66.761516,0.9819666023739572,180.225,0.65284,22.471,1579.246,1577.8584327287529,-1.3875672712472351
894ba0a458fffff,121.5237560130301,25.066561980669647,1.0,1.0,0.0,1.0,0.154,13.0,1.0,1.0,1.0,1.0,1.0,17.95,1.0,22.0,1.0,2.0,5.0,9.0,1.121549314073121e-6,54.012244900000006,1.344965233176035,238.939,0.31615,35.221,2007.766,2007.3415333820096,-0.42446661799044705
894ba0a5833ffff,121.547374958893,24.99461599858228,1.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,29.318,0.0,5.0,0.0,0.0,2.0,3.0,1.2584444223415064e-6,57.10670550000001,0.8766219253524274,122.845,0.80751,33.348,1343.824,1343.9450728507368,0.12107285073670937
894ba0a4677ffff,121.49917163279947,25.03123953337172,1.0,1.0,1.0,2.0,0.778,9.0,2.0,1.0,2.0,1.0,1.0,37.117,1.0,8.0,1.0,0.0,6.0,11.0,3.260039153720154e-6,48.8489796,0.8758391766346513,178.533,1.0,31.38,1513.295,1509.6082005960648,-3.6867994039353107
894ba0a4c23ffff,121.57010545841048,25.0514612419358,1.0,1.0,0.0,1.0,0.667,12.0,1.0,1.0,1.0,1.0,1.0,17.947,3.0,15.0,1.0,1.0,6.0,2.0,1.440913704086131e-6,55.6379009,1.3468059185186585,206.4,0.15267,24.75,2064.198,2064.157592371978,-0.04040762802196696
894ba0b4953ffff,121.48644103737848,25.13899499324104,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,27.73,1.0,5.0,1.0,1.0,4.0,2.0,4.819314226247069e-6,46.8553936,1.0283727376965008,209.756,0.59608,24.521,1105.332,1105.331999999996,-4.092726157978177e-12
894ba0a4cb7ffff,121.56769696696092,25.06261900768737,1.0,1.0,0.0,5.0,0.25,4.0,3.0,2.0,2.0,1.0,1.0,31.058,0.0,7.0,1.0,4.0,6.0,6.0,8.647630779619433e-7,56.574344,1.345838720390952,212.902,0.15267,39.753,2134.706,2111.836611751237,-22.869388248763244
894ba0a4c5bffff,121.55271942799573,25.0460870028688,1.0,1.0,0.0,2.0,1.0,7.0,9.0,1.0,9.0,1.0,1.0,42.552,1.0,3.0,0.0,2.0,2.0,26.0,-3.018837385592029e-6,67.24344020000001,1.3304047678375208,119.886,0.15267,42.156,1945.922,1991.6611782927077,45.73917829270772
894ba56928fffff,121.52546902258206,25.11931600287525,1.0,1.0,0.0,2.0,0.333,9.0,1.0,1.0,1.0,1.0,1.0,12.091,0.0,12.0,0.0,1.0,7.0,16.0,-7.699467780992857e-6,78.41661810000001,1.0101433694489133,143.787,0.65284,23.08,1634.577,1637.8410345084337,3.264034508433724
894ba0a488bffff,121.57342298029612,25.04430601608209,1.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,31.472,1.0,10.0,0.0,1.0,4.0,27.0,2.752810835216721e-6,51.445481,1.123431180259538,247.399,0.40066,26.554,2146.439,2135.408151981094,-11.030848018906
894ba0a6adbffff,121.53686296266358,25.065575011570743,2.0,1.0,0.0,2.0,0.5,8.0,3.0,2.0,2.0,1.0,1.0,38.0,3.0,9.0,0.0,0.0,5.0,2.0,3.21282501829133e-6,49.5154519,1.344965233176035,274.921,0.31615,29.932,1354.695,1518.7530942879284,164.0580942879285
894ba0a4a9bffff,121.56314299514662,25.023628992505195,1.0,1.0,0.0,5.0,0.6,5.0,3.0,2.0,2.0,1.0,1.0,26.974,0.0,1.0,0.0,1.0,5.0,1.0,2.2899050989858468e-6,52.1040816,1.123431180259538,251.478,0.40066,25.007,1891.191,1894.427611848263,3.23661184826301
894ba0a6197ffff,121.51444037422208,25.104998187565936,1.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,2.0,1.0,0.0,46.972,0.0,0.0,0.0,0.0,1.0,1.0,2.0216828184864705e-7,60.39446060000001,1.0283727376965008,203.724,0.59608,20.0,1052.521,1052.5210000000036,3.637978807091713e-12
894ba1d363bffff,121.59784901961586,25.078773994501105,1.0,1.0,1.0,5.0,0.4,5.0,3.0,2.0,2.0,1.0,1.0,41.276,0.0,3.0,0.0,1.0,6.0,0.0,1.106315493442926e-7,60.0387755,1.3570544322769913,141.521,0.58423,33.228,2212.519,2212.518999999982,-1.77351466845721e-11
894ba0a451bffff,121.52094329778151,25.06093722072474,2.0,1.0,1.0,1.0,0.75,12.0,1.0,1.0,1.0,1.0,1.0,21.819,2.0,13.0,0.0,2.0,8.0,18.0,5.692647040362156e-7,56.4653061,1.328777398920228,174.701,0.31615,38.261,1850.382,1857.7896885910634,7.407688591063334
894ba0a61afffff,121.52482101764753,25.098554992628536,1.0,1.0,1.0,2.0,0.714,7.0,1.0,1.0,1.0,1.0,1.0,21.617,0.0,9.0,0.0,2.0,1.0,2.0,1.6434943023218464e-6,55.89737610000001,0.9819666023739572,263.567,0.65284,33.162,1769.294,1766.904601999352,-2.3893980006480433
894ba0a4c6fffff,121.5669059667582,25.04420300249205,2.0,1.0,0.0,2.0,0.857,7.0,4.0,2.0,2.0,1.0,1.0,43.563,1.0,2.0,1.0,0.0,4.0,3.0,2.1101552915711085e-7,60.017492700000005,1.123431180259538,212.929,0.40066,18.727,2272.676,2266.321935472958,-6.354064527041828
894ba0a637bffff,121.50996996160131,25.066718009797256,1.0,1.0,1.0,1.0,0.267,15.0,2.0,2.0,1.0,1.0,1.0,34.73,0.0,17.0,0.0,1.0,3.0,4.0,5.453079910542783e-6,42.2588921,1.0450340557612128,185.486,0.52195,40.435,1427.989,1427.9890000000012,1.1368683772161603e-12
894ba0a4e47ffff,121.55421098766578,25.028047009849946,1.0,1.0,0.0,5.0,0.75,4.0,3.0,1.0,1.0,1.0,1.0,24.899,0.0,20.0,0.0,1.0,3.0,20.0,-1.2095079295758046e-7,58.0985423,1.259315372838953,218.762,0.0,41.817,1913.901,1937.5818294152778,23.680829415277685
894ba56968bffff,121.50483998540084,25.13256301411081,2.0,1.0,1.0,1.0,0.231,13.0,2.0,2.0,1.0,1.0,0.0,27.86,0.0,6.0,0.0,2.0,5.0,1.0,3.3293067110350967e-6,46.34373180000001,1.0283727376965008,254.37,0.59608,27.769,1090.81,1090.8099999999981,-1.8189894035458565e-12
894ba0a4d23ffff,121.59421756006508,25.05737088856165,1.0,1.0,1.0,2.0,0.111,9.0,3.0,2.0,2.0,1.0,1.0,51.579,0.0,4.0,1.0,0.0,6.0,2.0,-8.130048668985807e-6,78.15276970000001,1.1468107262909342,114.059,0.22945,13.698,1511.353,1512.4023398629683,1.0493398629682815
894ba0a433bffff,121.53722003173884,25.025467982061897,1.0,1.0,0.0,1.0,0.75,12.0,0.0,1.0,1.0,1.0,1.0,11.861,0.0,0.0,1.0,1.0,4.0,9.0,-8.617942501313779e-6,85.9215743,1.259315372838953,112.682,0.0,40.265,1759.044,1771.1953299940642,12.151329994064099
894ba0a4847ffff,121.57370000219612,25.03352001543786,1.0,1.0,0.0,1.0,0.158,19.0,1.0,1.0,1.0,1.0,1.0,14.469,0.0,5.0,0.0,1.0,7.0,2.0,-5.758292776592523e-7,62.4895044,1.123431180259538,157.376,0.40066,20.867,1960.952,1964.3177238670708,3.3657238670707557
894ba56964fffff,121.50621856588651,25.11998990306626,1.0,1.0,0.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,31.051,0.0,0.0,0.0,3.0,5.0,3.0,9.846542058047396e-7,55.71399420000001,1.0283727376965008,117.055,0.59608,28.445,1751.514,1748.6595260397519,-2.854473960248015
894ba0a637bffff,121.51090303506275,25.06644199372569,1.0,1.0,0.0,2.0,0.571,7.0,2.0,2.0,1.0,1.0,1.0,29.811,0.0,17.0,0.0,1.0,3.0,4.0,5.453079910542783e-6,42.2588921,1.0450340557612128,185.486,0.52195,40.435,1427.989,1427.9890000000012,1.1368683772161603e-12
894ba0a4673ffff,121.49675304139812,25.03050802044129,1.0,1.0,0.0,1.0,0.5,12.0,2.0,1.0,1.0,1.0,1.0,23.102,0.0,3.0,2.0,1.0,8.0,6.0,5.564123776274145e-6,44.280758000000006,0.8758391766346513,266.643,1.0,42.73,1411.261,1413.4284065958675,2.167406595867533
894ba1d32a7ffff,121.61798201576715,25.07157301766405,1.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,26.402,0.0,12.0,0.0,0.0,3.0,3.0,3.475221713663496e-6,52.7440233,1.3570544322769913,116.777,0.58423,27.75,1367.373,1367.373000000007,7.048583938740194e-12
894ba0a459bffff,121.51789496723468,25.06689599951119,1.0,1.0,0.0,5.0,0.75,4.0,2.0,2.0,1.0,1.0,1.0,17.947,1.0,13.0,1.0,1.0,3.0,6.0,3.029276807197548e-6,48.1725948,1.1111116119692062,246.956,0.52195,23.314,1827.529,1829.5278029594635,1.9988029594635464
894ba5696d7ffff,121.5026806,25.1323027,6.0,1.0,1.0,2.0,0.3,10.0,2.0,1.0,1.0,1.0,0.0,31.711,3.0,10.0,0.0,0.0,8.0,36.0,3.849525406403972e-6,47.4924198,1.0283727376965008,264.039,0.59608,33.565,1588.015,1588.015000000011,1.0913936421275139e-11
894ba0a43dbffff,121.51990402560676,25.026011003659107,1.0,1.0,1.0,1.0,0.786,14.0,3.0,2.0,2.0,1.0,1.0,50.342,0.0,15.0,0.0,1.0,13.0,18.0,-3.219907473857137e-6,71.03061220000001,1.292726678731812,183.175,0.00286,33.185,1906.948,1908.303095299326,1.355095299325967
894ba0a59d7ffff,121.555666002238,25.002348010895005,1.0,1.0,1.0,1.0,0.808,26.0,3.0,2.0,2.0,1.0,1.0,44.129,0.0,3.0,0.0,1.0,6.0,17.0,-3.1079999230665973e-7,62.6323615,0.8766219253524274,218.488,0.80751,33.181,1459.456,1459.2333655860812,-0.2226344139187404
894ba0a6a6bffff,121.55037601550596,25.058278020032816,1.0,1.0,0.0,2.0,0.429,7.0,4.0,2.0,3.0,1.0,1.0,66.719,0.0,7.0,1.0,1.0,0.0,6.0,-4.3265050858443255e-6,74.34664719999999,1.3448001818961128,153.177,0.15267,35.845,2322.624,2230.7481758051417,-91.87582419485807
894ba0a4eabffff,121.5580189700974,25.036063001042265,2.0,1.0,0.0,2.0,0.667,6.0,3.0,2.0,2.0,1.0,1.0,38.641,4.0,11.0,0.0,1.0,7.0,20.0,-2.573151427498949e-6,64.5125364,1.123431180259538,215.447,0.40066,24.08,1977.468,2007.3360730436978,29.868073043697677
894ba0a4cbbffff,121.5644856922163,25.05871928532548,1.0,1.0,0.0,1.0,0.55,20.0,1.0,1.0,1.0,1.0,1.0,11.407,1.0,13.0,1.0,0.0,4.0,16.0,-1.388309529300433e-6,63.5682216,1.3448001818961128,202.652,0.15267,43.775,1882.01,1867.1231838945776,-14.88681610542244
894ba1d3277ffff,121.61244054874686,25.05996447191251,1.0,1.0,1.0,1.0,0.385,13.0,3.0,2.0,1.0,1.0,1.0,34.6,0.0,5.0,0.0,0.0,5.0,1.0,-0.0000123395734295,89.30000000000001,1.1427165495169065,99.838,0.22945,25.062,1518.166,1518.1352428864093,-0.030757113590652807
894ba0a4897ffff,121.57439000046548,25.04729998998684,1.0,1.0,1.0,1.0,0.417,12.0,1.0,2.0,1.0,1.0,1.0,31.687,0.0,15.0,1.0,3.0,8.0,4.0,3.4322369943099955e-6,52.6854227,1.1572098682328666,296.792,0.40066,42.777,2025.443,2002.5621271811717,-22.880872818828266
894ba0a458fffff,121.5237560130301,25.066561980669647,1.0,1.0,1.0,1.0,0.231,13.0,2.0,2.0,1.0,1.0,1.0,28.967,1.0,22.0,1.0,2.0,5.0,9.0,1.121549314073121e-6,54.012244900000006,1.344965233176035,238.939,0.31615,35.221,2007.766,2007.3488867665546,-0.41711323344543416
894ba0a5db7ffff,121.55527498645488,25.02211601707252,1.0,1.0,0.0,1.0,0.833,12.0,3.0,2.0,2.0,1.0,1.0,9.114,0.0,5.0,1.0,1.0,7.0,15.0,1.2009156802942698e-6,55.6311953,1.2244820249678248,234.926,0.40066,41.027,1875.715,1909.9146126778428,34.19961267784288
894ba0b49cfffff,121.48923363605944,25.13986252021969,1.0,1.0,1.0,1.0,0.786,14.0,4.0,2.0,2.0,1.0,1.0,66.864,0.0,8.0,0.0,2.0,8.0,0.0,4.1743276234293855e-6,49.9495627,1.0283727376965008,248.813,0.59608,30.04,1229.362,1229.3620000000044,4.320099833421409e-12
894ba0a41cfffff,121.5327069636121,25.046284983421813,1.0,1.0,0.0,1.0,0.692,13.0,1.0,1.0,1.0,1.0,1.0,11.323,4.0,7.0,1.0,2.0,6.0,9.0,-3.583853409318539e-6,69.1749271,1.304245710225408,247.365,0.31615,39.408,2267.371,2225.6064974641245,-41.764502535875636
894ba0a4d2fffff,121.59594286188724,25.05540674532737,1.0,1.0,1.0,1.0,0.214,14.0,1.0,1.0,1.0,1.0,1.0,22.857,0.0,4.0,1.0,0.0,6.0,2.0,-8.584150308568875e-6,79.17755100000001,1.1427165495169065,114.061,0.22945,10.599,1472.607,1472.0798428543746,-0.5271571456253241
894ba0a5887ffff,121.5410180397057,25.000396997202373,1.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,25.83,0.0,7.0,0.0,0.0,6.0,13.0,3.6202310910372994e-7,59.2023324,0.8766219253524274,159.156,0.80751,36.735,1594.156,1586.5229580700425,-7.633041929957471
894ba0a4db3ffff,121.58729704170828,25.06770502080569,1.0,1.0,0.0,5.0,0.8,5.0,3.0,2.0,2.0,1.0,1.0,31.983,0.0,7.0,1.0,1.0,1.0,5.0,1.2562433981795555e-6,57.5769679,1.3570544322769913,196.052,0.58423,33.829,1633.837,1622.8791106541937,-10.95788934580628
894ba0a4c2bffff,121.57113103269188,25.049716995586508,1.0,1.0,1.0,1.0,1.0,13.0,4.0,2.0,2.0,1.0,1.0,62.82,3.0,15.0,1.0,1.0,6.0,2.0,1.7314489822815602e-6,53.583381900000006,1.2643669100042352,254.477,0.15267,41.528,1843.931,1840.5125889645703,-3.418411035429699
894ba0a4007ffff,121.52222892259569,25.04258459545207,1.0,1.0,1.0,2.0,0.75,8.0,1.0,1.0,1.0,1.0,1.0,26.481,0.0,3.0,2.0,0.0,8.0,5.0,-6.416658710052714e-6,75.7997085,1.2929162566198993,153.69,0.00286,35.727,1937.813,1953.0006892938407,15.187689293840549
